uid,target,NDCG@20,Recall@20,HitRate@20
21034,72889,0.0,0.0,0.0
21110,18348,0.0,0.0,0.0
21125,27598,0.0,0.0,0.0
21143,79091,0.0,0.0,0.0
21165,14421,0.0,0.0,0.0
21433,78019,0.0,0.0,0.0
21456,4221,0.0,0.0,0.0
21485,20994,0.0,0.0,0.0
21494,51662,0.0,0.0,0.0
21500,78193,0.0,0.0,0.0
21519,48521,0.0,0.0,0.0
21679,18368,0.0,0.0,0.0
21714,17149,0.0,0.0,0.0
21737,2723,0.0,0.0,0.0
21791,31101,0.0,0.0,0.0
21839,12813,0.0,0.0,0.0
21894,12217,0.0,0.0,0.0
21905,43476,0.0,0.0,0.0
22087,53059,0.0,0.0,0.0
22148,7610,0.0,0.0,0.0
22242,77381,0.0,0.0,0.0
22260,71937,0.0,0.0,0.0
22359,60677,0.0,0.0,0.0
22381,33973,0.0,0.0,0.0
22706,13753,0.0,0.0,0.0
22838,5608,0.0,0.0,0.0
22955,63354,0.0,0.0,0.0
23115,71369,0.3010299956639812,1.0,1.0
23262,74717,0.0,0.0,0.0
23306,20630,0.0,0.0,0.0
23397,17145,0.0,0.0,0.0
23431,51543,0.0,0.0,0.0
23665,37870,0.0,0.0,0.0
23857,32669,0.0,0.0,0.0
23912,4260,0.0,0.0,0.0
23920,11704,0.0,0.0,0.0
24034,19304,0.0,0.0,0.0
24037,39828,0.0,0.0,0.0
24222,50365,0.0,0.0,0.0
24231,24095,0.0,0.0,0.0
24239,56653,0.0,0.0,0.0
24279,56601,0.0,0.0,0.0
24302,47077,0.0,0.0,0.0
24457,52167,0.0,0.0,0.0
24518,63537,0.0,0.0,0.0
24540,75857,0.0,0.0,0.0
24546,40082,0.0,0.0,0.0
24688,53486,0.0,0.0,0.0
24998,69598,0.0,0.0,0.0
25064,77751,0.0,0.0,0.0
25111,27238,0.0,0.0,0.0
25506,76499,0.0,0.0,0.0
25566,16621,0.0,0.0,0.0
25578,31633,0.0,0.0,0.0
25606,40798,0.0,0.0,0.0
25698,30007,0.0,0.0,0.0
25751,75584,0.0,0.0,0.0
25937,54670,0.0,0.0,0.0
25943,53618,0.0,0.0,0.0
25984,77417,0.0,0.0,0.0
26080,7935,0.0,0.0,0.0
26084,79197,0.0,0.0,0.0
26266,54487,0.0,0.0,0.0
26274,63007,0.0,0.0,0.0
26408,31714,0.0,0.0,0.0
26416,53924,0.0,0.0,0.0
26423,19440,0.0,0.0,0.0
26438,49740,0.0,0.0,0.0
26473,19346,0.0,0.0,0.0
26564,926,0.0,0.0,0.0
26571,43483,0.0,0.0,0.0
26571,36419,0.0,0.0,0.0
26596,58967,0.0,0.0,0.0
26597,5383,0.0,0.0,0.0
26650,31348,0.0,0.0,0.0
26691,30230,0.0,0.0,0.0
26729,13820,0.0,0.0,0.0
26888,77297,0.0,0.0,0.0
26957,4156,0.0,0.0,0.0
26980,49317,0.0,0.0,0.0
27098,54448,0.0,0.0,0.0
27160,52387,0.0,0.0,0.0
27245,38197,0.0,0.0,0.0
27270,76648,0.0,0.0,0.0
27270,78196,0.0,0.0,0.0
27604,18272,0.0,0.0,0.0
27630,77559,0.0,0.0,0.0
27638,54409,0.0,0.0,0.0
27698,54712,0.0,0.0,0.0
27761,75205,0.0,0.0,0.0
27761,62409,0.0,0.0,0.0
27766,77471,0.0,0.0,0.0
27771,45663,0.0,0.0,0.0
27773,52074,0.0,0.0,0.0
27928,53052,0.0,0.0,0.0
27940,58496,0.0,0.0,0.0
28050,20922,0.0,0.0,0.0
28331,33969,0.0,0.0,0.0
28343,42574,0.0,0.0,0.0
28388,50253,0.0,0.0,0.0
28534,50501,0.0,0.0,0.0
28538,22864,0.0,0.0,0.0
28597,32468,0.0,0.0,0.0
28627,77565,0.0,0.0,0.0
28811,22842,0.0,0.0,0.0
28815,30059,0.0,0.0,0.0
28900,19551,0.0,0.0,0.0
28919,46853,0.0,0.0,0.0
29033,60737,0.0,0.0,0.0
29293,46865,0.0,0.0,0.0
29393,40140,0.0,0.0,0.0
29413,77808,0.0,0.0,0.0
29492,20003,0.0,0.0,0.0
29502,78831,0.0,0.0,0.0
29516,63313,0.0,0.0,0.0
29726,11869,0.0,0.0,0.0
29859,16952,0.0,0.0,0.0
29859,4311,0.0,0.0,0.0
29859,32669,0.0,0.0,0.0
29880,77933,0.0,0.0,0.0
30389,41457,0.0,0.0,0.0
30441,58287,0.0,0.0,0.0
30495,58149,0.0,0.0,0.0
30495,48436,0.0,0.0,0.0
30611,18367,0.0,0.0,0.0
30652,16333,0.0,0.0,0.0
30696,38440,0.0,0.0,0.0
30730,54402,0.0,0.0,0.0
30749,13822,0.0,0.0,0.0
30776,33774,0.0,0.0,0.0
30802,46930,0.0,0.0,0.0
30933,77946,0.0,0.0,0.0
31015,47294,0.0,0.0,0.0
31015,32641,0.0,0.0,0.0
31031,4268,0.0,0.0,0.0
31378,45856,0.0,0.0,0.0
31392,73419,0.0,0.0,0.0
31548,54270,0.0,0.0,0.0
31575,10623,0.0,0.0,0.0
31703,40895,0.0,0.0,0.0
31787,8680,0.0,0.0,0.0
31876,62662,0.0,0.0,0.0
31876,6792,0.0,0.0,0.0
31929,254,0.0,0.0,0.0
32068,1930,0.0,0.0,0.0
32097,61463,0.0,0.0,0.0
32141,54148,0.0,0.0,0.0
32318,54715,0.0,0.0,0.0
32363,71938,0.0,0.0,0.0
32383,5521,0.0,0.0,0.0
32439,39437,0.0,0.0,0.0
32482,77020,0.0,0.0,0.0
32483,16543,0.0,0.0,0.0
32544,56233,0.0,0.0,0.0
32762,42405,0.0,0.0,0.0
32864,66398,0.0,0.0,0.0
33064,18370,0.0,0.0,0.0
33150,19721,0.0,0.0,0.0
33463,52870,0.0,0.0,0.0
33501,50947,0.0,0.0,0.0
33662,12626,0.0,0.0,0.0
33672,36538,0.0,0.0,0.0
33748,79065,0.0,0.0,0.0
33970,17083,0.0,0.0,0.0
33993,54382,0.0,0.0,0.0
34117,49315,0.0,0.0,0.0
34160,60300,0.0,0.0,0.0
34196,78195,0.0,0.0,0.0
34218,54534,0.0,0.0,0.0
34419,39077,0.0,0.0,0.0
34478,60451,0.0,0.0,0.0
34485,52429,0.0,0.0,0.0
